IN_C,IN_H,IN_W,POOL_TYPE,KERNEL_H,KERNEL_W,STRIDE_H,STRIDE_W,PAD_H,PAD_W,NCHW,NHWC
64,224,224,max,2,2,2,2,0,0,64,112,112,0.0756426677107811,0.07562560141086579
128,112,112,max,2,2,2,2,0,0,128,56,56,0.043620799854397777,0.04422986581921577
256,56,56,max,2,2,2,2,0,0,256,28,28,0.027595199644565582,0.02765226624906063
512,28,28,max,2,2,2,2,0,0,512,14,14,0.01500000050291419,0.014945600461214782
512,14,14,max,2,2,2,2,0,0,512,7,7,0.009524800162762404,0.009407466743141413
512,7,7,global_avg,7,7,1,1,0,0,512,1,1,0.01150453295558691,0.011571733374148607
