IN_C,IN_H,IN_W,OUT_C,IN_C,KERNEL_H,KERNEL_N,STRIDE_H,STRIDE_W,PAD_H,PAD_W,ACT,NCHW->NCHW,NCHW->NHWC,NHWC->NCHW,NHWC->NHWC
3,224,224,64,3,7,7,2,2,3,3,relu,0.20705760270357132,0.20767680555582047,0.3209951907396317,0.32115253508090974
64,56,56,256,64,1,1,1,1,0,0,relu,0.0556575994938612,0.058163201436400414,0.056138134375214574,0.05911360085010529
64,56,56,64,64,1,1,1,1,0,0,relu,0.05581440068781376,0.058580266684293746,0.05594720058143139,0.05918293260037899
64,56,56,64,64,3,3,1,1,1,1,relu,0.08899839669466018,0.11114826574921607,0.10125866755843163,0.12652479931712152
64,56,56,64,64,1,1,1,1,0,0,identity,0.056400532647967336,0.0798799991607666,0.05743946619331837,0.08143573105335236
64,56,56,512,64,1,1,2,2,0,0,relu,0.041007467359304425,0.041119467839598654,0.04083626605570316,0.040986132249236105
64,56,56,128,64,1,1,2,2,0,0,relu,0.038707200065255166,0.03997546546161175,0.03910720013082027,0.03963306695222855
128,28,28,128,128,3,3,1,1,1,1,relu,0.09284800067543983,0.10914080291986465,0.0996479980647564,0.11841493248939514
128,28,28,128,128,1,1,1,1,0,0,identity,0.051157865673303604,0.05530559979379177,0.052205866947770116,0.05686186738312245
128,28,28,128,128,1,1,1,1,0,0,relu,0.052860799431800845,0.0529935996979475,0.05328693278133869,0.053278933838009836
128,28,28,1024,128,1,1,2,2,0,0,relu,0.04347733370959759,0.04387519992887974,0.04388693384826183,0.04400000050663948
128,28,28,256,128,1,1,2,2,0,0,relu,0.04348586797714234,0.04352533258497715,0.04384266622364521,0.04405226819217205
256,14,14,256,256,3,3,1,1,1,1,relu,0.12228000089526177,0.1444976031780243,0.13214453160762787,0.14678933322429658
256,14,14,256,256,1,1,1,1,0,0,identity,0.057973332703113556,0.059336000308394435,0.06004640161991119,0.06184213161468506
256,14,14,256,256,1,1,1,1,0,0,relu,0.061451733484864234,0.061528533697128296,0.06370293125510215,0.06364639848470688
256,14,14,2048,256,1,1,2,2,0,0,relu,0.05373440012335777,0.053890665620565416,0.05467946603894234,0.05490933433175087
256,14,14,512,256,1,1,2,2,0,0,relu,0.05385653413832188,0.05402080044150352,0.05528426729142666,0.05502560138702393
512,7,7,512,512,3,3,1,1,1,1,relu,0.2734101235866547,0.29088960886001586,0.2828175961971283,0.2967616021633148
512,7,7,512,512,1,1,1,1,0,0,identity,0.07252426445484161,0.07286026924848557,0.07613866478204727,0.07694666609168052
512,7,7,512,512,1,1,1,1,0,0,relu,0.07776106894016266,0.07814986780285835,0.080916266143322,0.08077973350882531
