IN_C,IN_H,IN_W,OUT_C,IN_C,KERNEL_H,KERNEL_N,STRIDE_H,STRIDE_W,PAD_H,PAD_W,ACT,NCHW->NCHW,NCHW->NHWC,NHWC->NCHW,NHWC->NHWC
3,224,224,64,3,3,3,1,1,1,1,relu,0.04164266586303711,0.04169386550784111,0.041267198696732524,0.04164266511797905
64,224,224,64,64,3,3,1,1,1,1,relu,0.15418027341365814,0.1653418704867363,0.15831040292978288,0.143291737139225
64,112,112,128,64,3,3,1,1,1,1,relu,0.08570879846811294,0.09338879883289337,0.10270719975233078,0.10967040061950684
128,112,112,128,128,3,3,1,1,1,1,relu,0.11366400569677353,0.12503039687871934,0.11786239594221115,0.12733440548181535
128,56,56,256,128,3,3,1,1,1,1,relu,0.07302827090024948,0.06720853596925735,0.0758954718708992,0.06951253190636635
256,56,56,256,256,3,3,1,1,1,1,relu,0.1231530599296093,0.11600213199853897,0.12545706778764726,0.11852800324559212
256,28,28,512,256,3,3,1,1,1,1,relu,0.08444586470723152,0.09081173613667488,0.08704000189900399,0.09623893275856972
512,28,28,512,512,3,3,1,1,1,1,relu,0.11953493803739548,0.11226454079151153,0.12395520135760307,0.11538773402571678
512,14,14,512,512,3,3,1,1,1,1,relu,0.10451626777648926,0.11330560222268105,0.10613759383559226,0.11166720241308212
