IN_C,IN_H,IN_W,OUT_C,IN_C,KERNEL_H,KERNEL_N,STRIDE_H,STRIDE_W,PAD_H,PAD_W,ACT,NCHW->NCHW,NCHW->NHWC,NHWC->NCHW,NHWC->NHWC
3,224,224,64,3,7,7,2,2,3,3,relu,0.06691840067505836,0.07995733395218849,0.06816426441073417,0.08215893283486367
64,56,56,64,64,3,3,1,1,1,1,relu,0.062071462720632554,0.06888106241822242,0.10385066494345666,0.11062613129615784
64,56,56,64,64,3,3,1,1,1,1,identity,0.056490668281912806,0.08115200027823448,0.07191893607378005,0.08260266482830048
64,56,56,128,64,1,1,2,2,0,0,relu,0.03244373314082623,0.032409599795937535,0.033262933418154714,0.033501867204904556
64,56,56,128,64,3,3,2,2,1,1,relu,0.06558719873428345,0.0652458667755127,0.07712426632642747,0.07709013149142266
128,28,28,128,128,3,3,1,1,1,1,identity,0.06294186748564243,0.06806186735630035,0.0651775985956192,0.07103146761655807
128,28,28,128,128,3,3,1,1,1,1,relu,0.06794239953160286,0.07357439994812012,0.07063893377780914,0.07627093866467476
128,28,28,256,128,1,1,2,2,0,0,relu,0.035549867525696756,0.03578880093991756,0.03741013444960117,0.03783680200576782
128,28,28,256,128,3,3,2,2,1,1,relu,0.06889813169836997,0.073915733397007,0.07121920585632324,0.07662933394312858
256,14,14,256,256,3,3,1,1,1,1,identity,0.07244800552725791,0.07792639657855034,0.07734613418579102,0.10294613391160964
256,14,14,256,256,3,3,1,1,1,1,relu,0.10074452981352806,0.08260266706347466,0.08009386658668519,0.08572586253285408
256,14,14,512,256,1,1,2,2,0,0,relu,0.045243731886148456,0.13436586931347846,0.06352213285863399,0.04887893609702587
256,14,14,512,256,3,3,2,2,1,1,relu,0.08871253356337547,0.09338879808783532,0.09128960147500038,0.09581227004528045
512,7,7,512,512,3,3,1,1,1,1,identity,0.08659626543521881,0.0915455974638462,0.08927573412656784,0.09362773299217224
512,7,7,512,512,3,3,1,1,1,1,relu,0.0915797345340252,0.09601706936955452,0.09429333582520485,0.09856000244617462
