IN_C,IN_H,IN_W,POOL_TYPE,KERNEL_H,KERNEL_W,STRIDE_H,STRIDE_W,PAD_H,PAD_W,NCHW,NHWC
96,112,112,max,3,3,2,2,0,0,96,55,55,0.01653760001063347,0.016469333320856094
256,55,55,max,3,3,2,2,0,0,256,27,27,0.013892266713082791,0.014011733420193195
512,27,27,max,3,3,2,2,0,0,512,13,13,0.011605333536863327,0.011605333536863327
1000,13,13,global_avg,13,13,1,1,0,0,1000,1,1,0.012646400183439255,0.012561067100614309
