IN_C,IN_H,IN_W,POOL_TYPE,KERNEL_H,KERNEL_W,STRIDE_H,STRIDE_W,PAD_H,PAD_W,NCHW,NHWC
64,224,224,max,2,2,2,2,0,0,64,112,112,0.0195071991533041,0.019609599187970162
128,112,112,max,2,2,2,2,0,0,128,56,56,0.014830932952463627,0.014796799421310425
256,56,56,max,2,2,2,2,0,0,256,28,28,0.012032000347971916,0.011963733658194541
512,28,28,max,2,2,2,2,0,0,512,14,14,0.011025066673755645,0.01119573339819908
512,14,14,max,2,2,2,2,0,0,512,7,7,0.010478933062404393,0.010120533034205436
512,7,7,global_avg,7,7,1,1,0,0,512,1,1,0.010888533294200897,0.010905599966645241
