IN_C,IN_H,IN_W,OUT_C,IN_C,KERNEL_H,KERNEL_N,STRIDE_H,STRIDE_W,PAD_H,PAD_W,ACT,NCHW->NCHW,NCHW->NHWC,NHWC->NCHW,NHWC->NHWC
3,224,224,64,3,7,7,2,2,3,3,relu,0.03614720143377781,0.03621546812355518,0.03613013550639153,0.03619840182363987
64,56,56,64,64,3,3,1,1,1,1,relu,0.05387946516275406,0.05964800044894218,0.06830080077052117,0.07285760566592217
64,56,56,64,64,3,3,1,1,1,1,identity,0.048913069814443585,0.054801066592335704,0.06405119970440865,0.0684032030403614
64,56,56,128,64,1,1,2,2,0,0,relu,0.027118932642042636,0.02657279875129461,0.027784533239901064,0.02740906588733196
64,56,56,128,64,3,3,2,2,1,1,relu,0.07799466699361801,0.05821440070867538,0.05565440021455288,0.05135359987616539
128,28,28,128,128,3,3,1,1,1,1,identity,0.055296000093221664,0.059648001566529274,0.0571904007345438,0.061781329289078715
128,28,28,128,128,3,3,1,1,1,1,relu,0.059835734963417056,0.06415360122919082,0.06215679906308651,0.06625279784202576
128,28,28,256,128,1,1,2,2,0,0,relu,0.029969067312777042,0.03002026751637459,0.031709867715835574,0.03179520033299923
128,28,28,256,128,3,3,2,2,1,1,relu,0.058538667485117914,0.06266879960894585,0.06114986762404442,0.06509226709604263
256,14,14,256,256,3,3,1,1,1,1,identity,0.0637440025806427,0.0710485339164734,0.06592853218317032,0.07031466588377952
256,14,14,256,256,3,3,1,1,1,1,relu,0.06818133518099785,0.07244800627231598,0.07007573246955871,0.07408639937639236
256,14,14,512,256,1,1,2,2,0,0,relu,0.0366762675344944,0.03667626716196537,0.04010666832327843,0.04106239937245846
256,14,14,512,256,3,3,2,2,1,1,relu,0.06541653200984002,0.07208959758281708,0.06777173653244972,0.07186773791909218
512,7,7,512,512,3,3,1,1,1,1,identity,0.07517867162823677,0.08181760013103485,0.07726079896092415,0.08103252872824669
512,7,7,512,512,3,3,1,1,1,1,relu,0.07900159955024719,0.08279039859771728,0.08094719722867012,0.08461652919650078
