IN_C,IN_H,IN_W,OUT_C,IN_C,KERNEL_H,KERNEL_N,STRIDE_H,STRIDE_W,PAD_H,PAD_W,ACT,NCHW->NCHW,NCHW->NHWC,NHWC->NCHW,NHWC->NHWC
3,224,224,64,3,7,7,2,2,3,3,relu,0.043400533869862555,0.04802560247480869,0.05280426554381847,0.05766826681792736
64,56,56,64,64,3,3,1,1,1,1,relu,0.0626858651638031,0.0738133355975151,0.08130559548735619,0.09144320189952851
64,56,56,64,64,3,3,1,1,1,1,identity,0.0568149346858263,0.06859093308448791,0.07913813814520836,0.08545279651880264
64,56,56,128,64,1,1,2,2,0,0,relu,0.031675733625888824,0.035601067915558816,0.03606186881661415,0.04002133272588253
64,56,56,128,64,3,3,2,2,1,1,relu,0.06128639914095402,0.07019519954919815,0.06666239872574806,0.06579199731349945
128,28,28,128,128,3,3,1,1,1,1,identity,0.06280533447861672,0.0730282723903656,0.06864213198423386,0.07854079902172088
128,28,28,128,128,3,3,1,1,1,1,relu,0.06778880208730698,0.07860906571149825,0.07372800037264823,0.08321706652641296
128,28,28,256,128,1,1,2,2,0,0,relu,0.03514026664197445,0.039133865386247635,0.04075519777834415,0.04486826993525028
128,28,28,256,128,3,3,2,2,1,1,relu,0.066559998691082,0.0751104049384594,0.07217493802309036,0.07589546665549278
256,14,14,256,256,3,3,1,1,1,1,identity,0.0643925353884697,0.07251627072691917,0.06952959895133973,0.07772159725427627
256,14,14,256,256,3,3,1,1,1,1,relu,0.06840319857001305,0.07668053433299064,0.07342080101370811,0.08197119757533074
256,14,14,512,256,1,1,2,2,0,0,relu,0.037614934518933295,0.04123306572437287,0.04498773477971554,0.0499199990183115
256,14,14,512,256,3,3,2,2,1,1,relu,0.06625279635190964,0.07391573488712311,0.07115093842148781,0.07877973392605782
512,7,7,512,512,3,3,1,1,1,1,identity,0.0757589392364025,0.08316586688160896,0.08077653124928474,0.08799573332071305
512,7,7,512,512,3,3,1,1,1,1,relu,0.0825173318386078,0.08722773343324661,0.08449706360697747,0.09181866943836212
