IN_C,IN_H,IN_W,OUT_C,IN_C,KERNEL_H,KERNEL_N,STRIDE_H,STRIDE_W,PAD_H,PAD_W,ACT,NCHW->NCHW,NCHW->NHWC,NHWC->NCHW,NHWC->NHWC
3,224,224,64,3,3,3,1,1,1,1,relu,0.22069493383169175,0.20564800053834914,0.2213461384177208,0.20927573442459108
64,224,224,64,64,3,3,1,1,1,1,relu,0.4188943952322006,0.48310667276382446,0.537553584575653,0.46745013892650605
64,112,112,128,64,3,3,1,1,1,1,relu,0.22365227341651917,0.2548517376184464,0.2946837246417999,0.34650719463825225
128,112,112,128,128,3,3,1,1,1,1,relu,0.31067200005054474,0.34354293942451475,0.41008320152759553,0.3780453324317932
128,56,56,256,128,3,3,1,1,1,1,relu,0.2005391985177994,0.213142928481102,0.21905333697795867,0.20689227133989335
256,56,56,256,256,3,3,1,1,1,1,relu,0.2821584016084671,0.2959365278482437,0.3250949263572693,0.31390880346298217
256,28,28,512,256,3,3,1,1,1,1,relu,0.2651466608047485,0.24126506894826888,0.2660981297492981,0.2626314640045166
512,28,28,512,512,3,3,1,1,1,1,relu,0.35568052530288696,0.36192052960395815,0.4476053327322006,0.44095146656036377
512,14,14,512,512,3,3,1,1,1,1,relu,0.193108269572258,0.19160480350255965,0.19748160243034363,0.1931834727525711
